timestamp,learning_rate,model_type,train_or_test,epoch,loss,model_parameters,uuid
2024-02-11 04:51:51.621237,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,38,1.5663633661690464e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:52:41.759736,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,39,1.5582082553255545e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:53:23.138350,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,40,1.5528027427436038e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:53:25.743125,0.0003,SIMPLE_300-SKIP_N_20,TEST,40,1.781266590540877e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:54:04.329236,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,41,1.551652309684082e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:54:42.840414,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,42,1.5491899360643856e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:55:37.254758,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,43,1.538916411855128e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:56:20.559760,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,44,1.531655233943009e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:56:58.823885,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,45,1.529645318201806e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:57:37.305290,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,46,1.5232535430725943e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:58:15.287301,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,47,1.5124851544911773e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
2024-02-11 04:58:53.709244,0.0003,SIMPLE_300-SKIP_N_20,TRAIN,48,1.5135343484171602e-06,skip_20_LR_0.0003_LAYERSIZE_300,995f1a37-d50b-4d56-bde8-e056b3c6dbaa
