timestamp,learning_rate,model_type,train_or_test,epoch,loss,model_parameters,uuid
2024-02-06 16:33:13.826677,0.0003,STABLE_300-SKIP_N_20,TRAIN,1,5.82649906326052e-05,skip_20_LR_0.0003_LAYERSIZE_300,909CA4A0-EA5F-4BA2-B651-C22343A7BE28
2024-02-06 16:33:15.238145,0.0003,STABLE_300-SKIP_N_20,TEST,1,1.2975430731892594e-05,skip_20_LR_0.0003_LAYERSIZE_300,909CA4A0-EA5F-4BA2-B651-C22343A7BE28
